,wl,h2o_0,h2o_1,h2o_2,h2o_3,h2o_4,h2o_5,h2o_6,h2o_7,h2o_8,h2o_9,h2o_10
391,641.0,0.9986526,0.998513,0.9983733,0.9982333,0.9980932,0.9979528,0.9978122,0.9976714,0.9975305,0.9973893,0.9972479
392,642.0,0.9989696,0.9989237,0.9988776,0.9988314,0.998785,0.9987385,0.998692,0.9986452,0.9985985,0.9985515,0.9985045
393,643.0,0.9991956,0.9990746,0.9989533,0.998832,0.9987107,0.9985892,0.9984676,0.9983459,0.998224,0.9981021,0.9979801
394,644.0,0.9994386,0.9993743,0.9993101,0.9992457,0.9991813,0.9991168,0.9990522,0.9989874,0.9989227,0.9988579,0.998793
395,645.0,0.9996327,0.9994928,0.9993525,0.9992118,0.9990706,0.998929,0.9987869,0.9986445,0.9985016,0.9983582,0.9982145
396,646.0,0.9997022,0.9990755,0.9984483,0.9978205,0.9971919,0.9965628,0.9959331,0.9953029,0.9946719,0.9940404,0.9934083
397,647.0,0.999724,0.9983226,0.9969251,0.995531,0.9941406,0.9927538,0.9913707,0.9899912,0.9886152,0.9872428,0.9858741
398,648.0,0.9997668,0.9975773,0.9954018,0.9932408,0.9910938,0.9889609,0.986842,0.9847367,0.9826452,0.9805672,0.9785026
399,649.0,0.9998956,0.9982849,0.9966834,0.9950908,0.9935071,0.9919324,0.9903663,0.9888089,0.9872602,0.9857199,0.9841881
400,650.0,0.9999062,0.9995211,0.9991347,0.9987471,0.9983583,0.9979682,0.9975768,0.9971842,0.9967905,0.9963955,0.9959992
401,651.0,0.9999053,0.9996521,0.999398,0.9991428,0.9988866,0.9986293,0.9983709,0.9981116,0.9978511,0.9975898,0.9973274
402,652.0,0.9999276,0.9992248,0.9985207,0.9978156,0.9971093,0.9964018,0.9956933,0.9949834,0.9942725,0.9935604,0.9928472
403,653.0,0.9999347,0.9996328,0.9993305,0.9990278,0.9987249,0.9984215,0.9981178,0.9978136,0.9975094,0.9972046,0.9968994
404,654.0,0.9999453,0.999545,0.9991437,0.9987416,0.9983387,0.9979349,0.9975302,0.9971247,0.9967184,0.996311,0.9959029
405,655.0,0.999943,0.9980749,0.9962298,0.9944075,0.9926072,0.9908286,0.9890714,0.9873351,0.9856193,0.9839238,0.9822481
406,656.0,0.9999397,0.9990455,0.9981552,0.997269,0.9963867,0.9955085,0.9946341,0.9937635,0.9928968,0.992034,0.9911749
407,657.0,0.9999558,0.9992856,0.9986182,0.9979534,0.9972914,0.9966319,0.9959752,0.9953209,0.9946693,0.9940202,0.9933736
408,658.0,0.9999619,0.9997067,0.9994513,0.999196,0.9989403,0.9986845,0.9984287,0.9981723,0.9979161,0.9976597,0.997403
409,659.0,0.9999577,0.9999115,0.9998651,0.9998185,0.9997717,0.9997246,0.9996775,0.99963,0.9995824,0.9995345,0.9994864
410,660.0,0.9999622,0.9998534,0.9997439,0.9996337,0.9995225,0.9994106,0.9992979,0.9991842,0.9990698,0.9989545,0.9988385
411,661.0,0.9999766,0.9999529,0.999929,0.9999049,0.9998809,0.9998567,0.9998323,0.9998079,0.9997833,0.9997587,0.999734
412,662.0,0.9999768,0.9999422,0.9999074,0.9998724,0.9998373,0.999802,0.9997665,0.9997309,0.9996952,0.9996591,0.999623
413,663.0,0.9999799,0.9998654,0.999751,0.9996365,0.9995219,0.9994072,0.9992925,0.9991778,0.9990629,0.998948,0.9988332
414,664.0,0.9999792,0.9999335,0.9998877,0.9998418,0.9997959,0.99975,0.9997041,0.9996582,0.9996122,0.9995661,0.9995201
415,665.0,0.9999681,0.999926,0.9998835,0.9998411,0.9997986,0.999756,0.9997131,0.9996702,0.9996271,0.9995839,0.9995406
416,666.0,0.9999583,0.9999323,0.9999065,0.9998805,0.9998544,0.9998283,0.9998022,0.9997761,0.9997501,0.999724,0.9996977
417,667.0,0.9999507,0.9999415,0.9999322,0.9999231,0.9999137,0.9999043,0.9998948,0.9998853,0.9998758,0.9998662,0.9998566
418,668.0,0.9999331,0.9999239,0.9999149,0.9999057,0.9998966,0.9998875,0.9998783,0.9998691,0.9998598,0.9998507,0.9998415
419,669.0,0.9999425,0.999932,0.9999214,0.999911,0.9999005,0.9998898,0.9998792,0.9998687,0.9998581,0.9998475,0.999837
420,670.0,0.999929,0.9999288,0.9999288,0.9999286,0.9999285,0.9999283,0.9999283,0.9999281,0.9999279,0.9999277,0.9999276
421,671.0,0.9999471,0.9999471,0.9999471,0.999947,0.999947,0.999947,0.9999468,0.9999468,0.9999467,0.9999467,0.9999465
422,672.0,0.9999442,0.9999441,0.9999441,0.9999441,0.999944,0.999944,0.9999439,0.9999439,0.9999439,0.9999438,0.9999437
423,673.0,0.9999158,0.9999158,0.9999158,0.9999158,0.9999158,0.9999158,0.9999158,0.9999156,0.9999155,0.9999155,0.9999155
424,674.0,0.9999341,0.9999341,0.999934,0.9999338,0.9999337,0.9999335,0.9999334,0.9999332,0.9999331,0.9999329,0.9999328
425,675.0,0.999936,0.999936,0.9999358,0.9999358,0.9999358,0.9999357,0.9999357,0.9999355,0.9999355,0.9999354,0.9999354
426,676.0,0.99994,0.9999376,0.9999354,0.9999329,0.9999306,0.9999282,0.9999257,0.9999232,0.9999208,0.9999183,0.9999159
427,677.0,0.9999366,0.9999365,0.9999363,0.9999363,0.999936,0.9999359,0.9999357,0.9999356,0.9999354,0.9999352,0.999935
428,678.0,0.9999598,0.9999598,0.9999596,0.9999596,0.9999595,0.9999593,0.9999593,0.9999592,0.9999591,0.9999589,0.9999588
429,679.0,0.9999621,0.9999608,0.9999594,0.9999579,0.9999565,0.9999551,0.9999536,0.9999521,0.9999507,0.9999491,0.9999476
430,680.0,0.9999608,0.9999533,0.9999459,0.9999384,0.9999308,0.9999232,0.9999157,0.9999079,0.9999003,0.9998924,0.9998845
431,681.0,0.9999624,0.9999349,0.9999074,0.9998795,0.9998515,0.9998235,0.9997951,0.9997667,0.9997382,0.9997095,0.9996806
432,682.0,0.9999726,0.9999591,0.9999454,0.9999317,0.9999179,0.9999041,0.9998901,0.9998762,0.9998621,0.9998481,0.9998338
433,683.0,0.9999673,0.9998778,0.9997887,0.9996995,0.9996105,0.9995216,0.999433,0.9993445,0.999256,0.9991677,0.9990796
434,684.0,0.9999728,0.9998797,0.9997861,0.9996923,0.9995983,0.9995039,0.9994091,0.9993139,0.9992185,0.9991227,0.9990267
435,685.0,0.9999717,0.9999481,0.9999245,0.9999007,0.9998768,0.9998527,0.9998286,0.9998043,0.9997797,0.9997552,0.9997305
436,686.0,0.9999403,0.9998823,0.9998243,0.9997661,0.9997076,0.9996492,0.9995902,0.9995311,0.999472,0.9994126,0.9993531
437,687.0,0.7167726,0.716708,0.7166434,0.7165785,0.7165135,0.7164485,0.7163833,0.716318,0.7162527,0.7161872,0.7161215
438,688.0,0.8904969,0.8904832,0.8904694,0.8904555,0.8904416,0.8904275,0.8904133,0.890399,0.8903847,0.8903703,0.8903558
439,689.0,0.9200071,0.9199898,0.9199724,0.9199548,0.919937,0.9199192,0.919901,0.9198828,0.9198644,0.9198459,0.9198272
440,690.0,0.9454225,0.9453409,0.9452592,0.9451774,0.9450958,0.9450142,0.9449327,0.944851,0.9447696,0.9446881,0.9446065
441,691.0,0.9597082,0.9594699,0.9592312,0.958992,0.9587525,0.9585125,0.9582719,0.958031,0.9577897,0.9575479,0.9573058
442,692.0,0.9875792,0.9869301,0.9862803,0.9856301,0.9849795,0.9843285,0.9836771,0.9830251,0.9823728,0.9817201,0.981067
443,693.0,0.991479,0.9886547,0.9858555,0.9830809,0.9803308,0.9776048,0.9749027,0.9722241,0.9695689,0.9669368,0.9643276
444,694.0,0.999952,0.9932279,0.9866465,0.9802042,0.973897,0.9677215,0.9616742,0.9557514,0.94995,0.9442669,0.9386988
445,695.0,0.9999729,0.9964303,0.992949,0.9895275,0.9861643,0.9828582,0.979608,0.9764124,0.9732699,0.9701796,0.9671403
446,696.0,0.99997,0.9955352,0.991203,0.9869705,0.9828345,0.9787924,0.974841,0.9709778,0.9672003,0.9635056,0.9598914
447,697.0,0.9999877,0.9994721,0.9989549,0.9984362,0.9979162,0.9973947,0.9968715,0.996347,0.9958209,0.9952934,0.9947644
448,698.0,0.9999889,0.9993386,0.9986882,0.9980374,0.9973863,0.9967349,0.9960833,0.9954314,0.9947792,0.9941267,0.9934741
449,699.0,0.9999413,0.9976357,0.9953485,0.9930792,0.9908277,0.9885939,0.9863776,0.9841785,0.9819964,0.979831,0.9776825
450,700.0,0.9999847,0.9977576,0.9955483,0.9933569,0.9911832,0.9890268,0.9868876,0.9847655,0.98266,0.9805711,0.9784987
451,701.0,0.9999851,0.9964865,0.9930159,0.9895731,0.9861579,0.9827699,0.9794088,0.9760745,0.9727666,0.969485,0.9662293
452,702.0,0.9999845,0.9970507,0.9941357,0.9912393,0.9883612,0.9855015,0.9826599,0.9798363,0.9770306,0.9742428,0.9714727
453,703.0,0.9999802,0.9974752,0.994994,0.9925364,0.9901022,0.9876912,0.9853027,0.982937,0.9805936,0.9782723,0.9759726
454,704.0,0.9999725,0.9978234,0.9956948,0.9935862,0.9914977,0.9894289,0.9873796,0.9853494,0.9833382,0.9813458,0.9793721
455,705.0,0.9999642,0.9979026,0.9958553,0.993822,0.9918029,0.9897976,0.9878058,0.9858277,0.9838628,0.9819111,0.9799726
456,706.0,0.9999713,0.9985238,0.9970806,0.9956421,0.9942081,0.9927785,0.9913535,0.9899328,0.9885168,0.9871051,0.9856976
457,707.0,0.9999563,0.9989686,0.997979,0.9969875,0.9959946,0.9949999,0.9940034,0.993005,0.9920051,0.9910035,0.9900001
458,708.0,0.999975,0.9992769,0.9985756,0.9978714,0.9971644,0.9964542,0.9957411,0.9950249,0.994306,0.9935841,0.9928591
459,709.0,0.9999778,0.9992761,0.9985726,0.9978673,0.9971602,0.9964511,0.9957402,0.9950275,0.9943132,0.9935969,0.9928787
460,710.0,0.999976,0.9991019,0.9982264,0.9973494,0.9964713,0.9955919,0.994711,0.9938288,0.9929454,0.9920607,0.9911745
461,711.0,0.9999738,0.9994566,0.9989374,0.9984162,0.9978933,0.9973682,0.9968413,0.9963126,0.9957818,0.9952492,0.9947146
462,712.0,0.9999695,0.999191,0.9984141,0.9976385,0.9968644,0.9960917,0.9953203,0.9945503,0.9937816,0.9930143,0.9922484
463,713.0,0.9999741,0.9994959,0.9990152,0.9985316,0.9980455,0.9975567,0.9970652,0.996571,0.9960743,0.995575,0.995073
464,714.0,0.9999701,0.9992183,0.9984663,0.9977142,0.9969621,0.9962099,0.9954576,0.994705,0.9939526,0.9932,0.9924473
465,715.0,0.9999799,0.9983148,0.9966527,0.9949932,0.9933366,0.9916827,0.9900318,0.9883839,0.9867387,0.9850965,0.9834571
466,716.0,0.9999862,0.9984444,0.9969092,0.9953805,0.9938583,0.9923423,0.9908327,0.9893295,0.9878325,0.9863415,0.9848568
467,717.0,0.9999871,0.9947593,0.9895824,0.9844556,0.9793785,0.9743502,0.9693703,0.9644384,0.9595535,0.9547152,0.9499231
468,718.0,0.9999897,0.983351,0.967541,0.9525141,0.9382272,0.9246393,0.9117116,0.8994076,0.8876926,0.8765336,0.8658997
469,719.0,0.9999903,0.9678884,0.9402933,0.9164092,0.8955839,0.8772817,0.8610632,0.8465682,0.8335003,0.8216171,0.8107193
470,720.0,0.9999921,0.9858953,0.972203,0.9589009,0.9459759,0.9334147,0.921205,0.9093347,0.8977919,0.8865655,0.8756445
471,721.0,0.9999882,0.9967194,0.9934683,0.9902351,0.9870195,0.9838215,0.9806409,0.9774777,0.9743317,0.9712031,0.9680915
472,722.0,0.9999873,0.9964674,0.9929805,0.9895259,0.9861029,0.9827111,0.9793502,0.9760193,0.9727181,0.969446,0.9662023
473,723.0,0.999986,0.9958442,0.9917396,0.9876716,0.9836398,0.9796442,0.9756845,0.9717602,0.9678711,0.9640169,0.9601973
474,724.0,0.9999866,0.9800993,0.9618865,0.9451661,0.9297771,0.9155756,0.9024334,0.8902369,0.8788847,0.8682868,0.8583629
475,725.0,0.9999923,0.9867098,0.9738067,0.9612716,0.9490927,0.937259,0.9257594,0.9145836,0.9037211,0.8931622,0.8828974
476,726.0,0.999994,0.9927585,0.9856315,0.9786114,0.971696,0.9648831,0.958171,0.9515575,0.9450408,0.9386191,0.9322906
477,727.0,0.9999939,0.9901342,0.9804844,0.9710392,0.9617941,0.9527444,0.943885,0.9352117,0.9267198,0.9184052,0.9102635
478,728.0,0.9999941,0.9850217,0.9705395,0.9565293,0.9429733,0.9298546,0.9171565,0.9048635,0.8929601,0.8814316,0.870264
479,729.0,0.9999949,0.9880606,0.9763765,0.9649369,0.9537361,0.9427688,0.9320292,0.9215124,0.9112129,0.9011256,0.8912458
480,730.0,0.9999949,0.9933621,0.9868307,0.980399,0.9740652,0.9678276,0.9616846,0.9556344,0.9496754,0.943806,0.9380246
481,731.0,0.9999949,0.9904345,0.9810628,0.9718756,0.9628686,0.9540376,0.9453785,0.9368876,0.9285607,0.9203941,0.9123841
482,732.0,0.9999946,0.9919748,0.9840881,0.976332,0.9687034,0.9611999,0.9538185,0.9465569,0.9394122,0.9323823,0.9254645
483,733.0,0.9999947,0.9962093,0.9924619,0.988752,0.9850791,0.9814428,0.9778425,0.9742781,0.9707488,0.9672543,0.9637941
484,734.0,0.9999916,0.998422,0.9968613,0.9953092,0.9937657,0.9922307,0.990704,0.9891856,0.9876755,0.9861737,0.9846796
485,735.0,0.9999901,0.9968679,0.9937733,0.9907066,0.9876672,0.9846547,0.981669,0.9787098,0.9757769,0.9728699,0.9699884
486,736.0,0.9999913,0.9979497,0.9959216,0.9939069,0.9919054,0.989917,0.9879414,0.985979,0.9840291,0.9820917,0.980167
487,737.0,0.9999918,0.9978948,0.9958115,0.9937425,0.9916872,0.9896454,0.9876173,0.9856023,0.9836005,0.981612,0.9796363
488,738.0,0.9999926,0.9984988,0.9970114,0.9955305,0.9940558,0.9925875,0.9911252,0.9896693,0.9882194,0.9867755,0.9853379
489,739.0,0.9999902,0.9986235,0.9972619,0.9959051,0.9945531,0.9932061,0.9918639,0.9905266,0.989194,0.9878663,0.9865434
490,740.0,0.9999924,0.9994,0.9988077,0.9982156,0.9976232,0.997031,0.9964389,0.9958467,0.9952546,0.9946625,0.9940704
491,741.0,0.9999909,0.9997971,0.9996024,0.9994066,0.9992098,0.9990121,0.9988133,0.9986137,0.9984129,0.9982113,0.9980085
492,742.0,0.9999912,0.9998043,0.9996162,0.9994272,0.9992373,0.9990463,0.9988544,0.9986616,0.9984677,0.9982729,0.9980771
493,743.0,0.9999887,0.9997624,0.999536,0.9993092,0.9990824,0.9988555,0.9986284,0.998401,0.9981734,0.9979457,0.9977177
494,744.0,0.9999858,0.9998664,0.9997466,0.9996264,0.9995055,0.9993842,0.9992625,0.9991403,0.9990175,0.9988945,0.9987708
495,745.0,0.9999802,0.9999263,0.9998723,0.9998181,0.9997638,0.9997094,0.9996549,0.9996002,0.9995455,0.9994906,0.9994355
496,746.0,0.9999774,0.9999659,0.9999545,0.9999429,0.9999313,0.9999198,0.999908,0.9998963,0.9998845,0.9998727,0.9998609
497,747.0,0.9999911,0.999954,0.9999171,0.99988,0.9998428,0.9998058,0.9997687,0.9997315,0.9996943,0.9996572,0.99962
498,748.0,0.999993,0.9999731,0.9999529,0.9999328,0.9999126,0.9998922,0.9998717,0.9998512,0.9998305,0.9998098,0.9997889
499,749.0,0.9999936,0.9999683,0.9999429,0.9999175,0.9998921,0.9998665,0.999841,0.9998154,0.9997898,0.9997641,0.9997385
500,750.0,0.9999924,0.9999716,0.9999509,0.9999301,0.9999093,0.9998885,0.9998676,0.9998468,0.9998258,0.9998049,0.9997839
501,751.0,0.9999924,0.9999593,0.9999261,0.999893,0.9998598,0.9998266,0.9997932,0.9997599,0.9997266,0.9996932,0.9996597
502,752.0,0.9999906,0.9999829,0.9999751,0.9999675,0.9999597,0.999952,0.9999442,0.9999363,0.9999285,0.9999207,0.9999129
503,753.0,0.9999918,0.9999871,0.9999822,0.9999774,0.9999724,0.9999675,0.9999625,0.9999575,0.9999525,0.9999475,0.9999424
504,754.0,0.9999898,0.9999768,0.9999638,0.9999508,0.9999378,0.9999247,0.9999116,0.9998986,0.9998855,0.9998724,0.9998592
505,755.0,0.9999916,0.9999687,0.9999458,0.9999229,0.9999,0.999877,0.999854,0.9998311,0.9998081,0.999785,0.9997619
506,756.0,0.9999897,0.9999592,0.9999288,0.9998983,0.9998678,0.9998372,0.9998066,0.9997761,0.9997454,0.9997149,0.9996842
507,757.0,0.9999926,0.9999917,0.9999909,0.99999,0.9999891,0.9999881,0.9999872,0.9999864,0.9999855,0.9999845,0.9999835
508,758.0,0.9999927,0.9999912,0.9999898,0.9999884,0.9999869,0.9999855,0.999984,0.9999826,0.9999811,0.9999796,0.9999781
509,759.0,0.990793,0.990793,0.990793,0.990793,0.990793,0.990793,0.990793,0.9907929,0.9907929,0.9907929,0.9907928
510,760.0,0.397912,0.397912,0.397912,0.397912,0.397912,0.397912,0.397912,0.397912,0.397912,0.3979119,0.3979119
511,761.0,0.30444,0.30444,0.30444,0.30444,0.30444,0.30444,0.30444,0.3044399,0.3044399,0.3044399,0.3044399
512,762.0,0.6928666,0.6928666,0.6928666,0.6928665,0.6928665,0.6928665,0.6928664,0.6928664,0.6928664,0.6928664,0.6928664
513,763.0,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929,0.5921929
514,764.0,0.6471696,0.6471696,0.6471696,0.6471696,0.6471696,0.6471696,0.6471696,0.6471696,0.6471696,0.6471695,0.6471695
515,765.0,0.7724259,0.7724259,0.7724259,0.7724259,0.7724259,0.7724259,0.7724258,0.7724258,0.7724257,0.7724257,0.7724257
516,766.0,0.8958287,0.8958287,0.8958287,0.8958287,0.8958287,0.8958286,0.8958286,0.8958286,0.8958285,0.8958285,0.8958285
517,767.0,0.9376687,0.9376687,0.9376687,0.9376687,0.9376687,0.9376686,0.9376686,0.9376686,0.9376686,0.9376686,0.9376685
518,768.0,0.9818265,0.9818265,0.9818265,0.9818265,0.9818265,0.9818264,0.9818264,0.9818264,0.9818264,0.9818264,0.9818264
519,769.0,0.9935336,0.9935336,0.9935336,0.9935334,0.9935334,0.9935334,0.9935334,0.9935334,0.9935333,0.9935333,0.9935333
520,770.0,0.9931928,0.9931928,0.9931928,0.9931927,0.9931927,0.9931927,0.9931926,0.9931926,0.9931925,0.9931925,0.9931924
521,771.0,0.9984078,0.9984078,0.9984078,0.9984078,0.9984077,0.9984077,0.9984077,0.9984077,0.9984075,0.9984075,0.9984074
522,772.0,0.9999052,0.9999052,0.9999051,0.999905,0.9999049,0.9999049,0.9999048,0.9999048,0.9999046,0.9999045,0.9999043
523,773.0,0.9999006,0.9999006,0.9999005,0.9999005,0.9999005,0.9999003,0.9999003,0.9999002,0.9999,0.9998999,0.9998999
524,774.0,0.9999132,0.9999055,0.9998978,0.99989,0.9998822,0.9998744,0.9998664,0.9998586,0.9998505,0.9998425,0.9998344
525,775.0,0.9999214,0.9999193,0.9999171,0.9999149,0.9999127,0.9999105,0.9999083,0.999906,0.9999037,0.9999014,0.999899
526,776.0,0.9999364,0.9999363,0.9999361,0.999936,0.9999358,0.9999357,0.9999354,0.9999352,0.999935,0.9999348,0.9999346
527,777.0,0.9999783,0.9999782,0.9999782,0.999978,0.9999779,0.9999778,0.9999776,0.9999774,0.9999772,0.999977,0.9999768
528,778.0,0.9999968,0.9999967,0.9999966,0.9999964,0.9999963,0.9999961,0.9999959,0.9999956,0.9999954,0.9999952,0.9999949
529,779.0,0.9999967,0.9999965,0.9999963,0.9999959,0.9999956,0.9999954,0.9999951,0.9999947,0.9999943,0.9999939,0.9999934
530,780.0,0.9999971,0.9999968,0.9999965,0.9999961,0.9999958,0.9999954,0.9999949,0.9999945,0.9999939,0.9999934,0.9999929
531,781.0,0.9999972,0.9999969,0.9999966,0.9999962,0.9999958,0.9999954,0.9999949,0.9999943,0.9999938,0.9999932,0.9999925
532,782.0,0.9999961,0.9999815,0.9999667,0.999952,0.9999371,0.9999222,0.9999073,0.9998922,0.9998772,0.999862,0.9998468
533,783.0,0.9999956,0.9999909,0.9999861,0.9999813,0.9999763,0.9999713,0.9999663,0.9999611,0.999956,0.9999507,0.9999453
534,784.0,0.9999939,0.9999322,0.9998702,0.9998078,0.999745,0.9996819,0.9996184,0.9995546,0.9994904,0.9994259,0.999361
535,785.0,0.9999952,0.9998751,0.9997548,0.9996344,0.9995138,0.999393,0.9992722,0.999151,0.9990297,0.9989082,0.9987866
536,786.0,0.9999963,0.9996047,0.9992131,0.9988216,0.9984301,0.9980386,0.9976471,0.9972556,0.9968641,0.9964727,0.9960813
537,787.0,0.9999963,0.9995303,0.9990625,0.9985929,0.9981214,0.9976481,0.9971731,0.9966963,0.9962176,0.9957372,0.9952549
538,788.0,0.9999958,0.9989432,0.9978964,0.9968554,0.99582,0.9947903,0.9937664,0.992748,0.991735,0.9907277,0.9897257
539,789.0,0.9999894,0.9989244,0.9978633,0.9968066,0.995754,0.9947055,0.993661,0.9926206,0.9915844,0.9905521,0.9895239
540,790.0,0.999985,0.9978818,0.9957926,0.9937171,0.9916555,0.9896075,0.987573,0.9855521,0.9835445,0.9815503,0.9795694
541,791.0,0.9999933,0.9979947,0.9960126,0.9940467,0.9920967,0.9901628,0.9882445,0.9863416,0.9844541,0.9825816,0.9807243
542,792.0,0.999995,0.9984037,0.9968212,0.9952473,0.9936823,0.9921257,0.9905779,0.9890384,0.9875075,0.985985,0.9844708
543,793.0,0.9999959,0.9986669,0.9973508,0.9960473,0.9947566,0.9934781,0.9922119,0.9909577,0.9897156,0.9884852,0.9872665
544,794.0,1.0,0.9998618,0.9997231,0.9995838,0.9994438,0.9993033,0.9991622,0.9990206,0.9988782,0.9987353,0.9985919
545,795.0,1.0,0.9994136,0.9988254,0.9982355,0.9976436,0.99705,0.9964546,0.9958574,0.9952585,0.9946576,0.9940552
546,796.0,1.0,0.9966527,0.9933383,0.9900566,0.9868071,0.9835895,0.9804032,0.9772481,0.9741238,0.9710299,0.9679658
547,797.0,1.0,0.9986306,0.9972671,0.9959094,0.9945573,0.9932112,0.9918706,0.9905357,0.9892064,0.9878827,0.9865645
548,798.0,1.0,0.9988288,0.9976617,0.9964992,0.9953409,0.9941868,0.9930371,0.9918917,0.9907503,0.9896133,0.9884804
549,799.0,1.0,0.9992345,0.9984684,0.9977018,0.9969346,0.9961668,0.9953985,0.9946296,0.9938603,0.9930903,0.9923198
550,800.0,1.0,0.9980745,0.9961612,0.9942601,0.9923714,0.9904947,0.9886301,0.9867772,0.9849362,0.9831068,0.981289
551,801.0,0.9999999,0.997501,0.9950233,0.9925668,0.990131,0.9877157,0.9853209,0.982946,0.9805912,0.9782559,0.9759401
552,802.0,1.0,0.9982668,0.9965411,0.9948232,0.9931128,0.99141,0.9897147,0.9880267,0.9863462,0.9846728,0.9830068
553,803.0,1.0,0.9981191,0.9962462,0.9943817,0.9925255,0.9906772,0.9888371,0.987005,0.9851809,0.9833648,0.9815564
554,804.0,1.0,0.9980655,0.9961404,0.994225,0.9923191,0.9904227,0.9885357,0.9866579,0.9847896,0.9829302,0.9810801
555,805.0,1.0,0.9985151,0.997038,0.9955687,0.9941072,0.9926534,0.9912072,0.9897684,0.9883372,0.9869134,0.9854969
556,806.0,1.0,0.9995344,0.9990667,0.9985971,0.9981256,0.9976521,0.9971765,0.9966991,0.9962197,0.9957383,0.995255
557,807.0,1.0,0.9989292,0.9978608,0.9967948,0.9957312,0.99467,0.993611,0.9925544,0.9915002,0.9904482,0.9893986
558,808.0,1.0,0.9995365,0.9990709,0.9986035,0.9981341,0.9976628,0.9971898,0.9967148,0.9962379,0.995759,0.9952784
559,809.0,0.9999999,0.9985965,0.9971984,0.9958054,0.9944178,0.9930353,0.9916579,0.9902855,0.9889182,0.987556,0.9861987
560,810.0,0.9999999,0.9980836,0.9961765,0.9942785,0.9923893,0.990509,0.9886376,0.9867749,0.984921,0.9830756,0.9812385
561,811.0,1.0,0.9982088,0.9964231,0.9946428,0.992868,0.9910985,0.9893345,0.9875758,0.9858223,0.9840742,0.9823313
562,812.0,1.0,0.9971148,0.994244,0.9913873,0.9885448,0.9857166,0.9829024,0.9801022,0.9773161,0.9745439,0.9717854
563,813.0,1.0,0.9948589,0.9897835,0.9847733,0.9798272,0.9749444,0.9701238,0.9653649,0.9606667,0.9560286,0.9514493
564,814.0,0.9999998,0.9910632,0.9823101,0.973736,0.9653369,0.9571086,0.9490472,0.9411486,0.933409,0.9258248,0.9183921
565,815.0,1.0,0.9855371,0.971753,0.9586069,0.9460603,0.9340772,0.9226237,0.9116682,0.9011809,0.8911338,0.8815005
566,816.0,1.0,0.9897182,0.9797451,0.9700694,0.9606802,0.951567,0.9427195,0.9341279,0.9257827,0.9176749,0.9097957
567,817.0,0.9999999,0.9679719,0.9392182,0.9133286,0.8899445,0.8687533,0.8494817,0.8318911,0.8157737,0.8009477,0.7872549
568,818.0,1.0,0.983279,0.9677988,0.9534376,0.9400859,0.9276457,0.9160279,0.9051533,0.89495,0.8853536,0.8763062
569,819.0,1.0,0.9895838,0.9794437,0.9695713,0.9599583,0.9505968,0.9414789,0.9325969,0.9239435,0.9155115,0.907294
570,820.0,1.0,0.9809762,0.9636568,0.9478405,0.9333506,0.9200315,0.9077463,0.8963745,0.8858101,0.87596,0.8667422
571,821.0,1.0,0.9977223,0.9954543,0.9931957,0.9909467,0.9887069,0.9864767,0.9842556,0.9820437,0.9798411,0.9776476
572,822.0,1.0,0.9959043,0.9918457,0.9878237,0.9838377,0.9798875,0.9759724,0.9720923,0.9682462,0.9644342,0.9606556
573,823.0,1.0,0.961996,0.9280689,0.8976996,0.870436,0.845885,0.8237042,0.8035953,0.7852988,0.7685885,0.7532677
574,824.0,1.0,0.9933986,0.9868807,0.9804456,0.9740917,0.9678184,0.9616241,0.9555081,0.9494691,0.9435062,0.9376182
575,825.0,1.0,0.9966019,0.9932466,0.9899334,0.9866616,0.9834302,0.9802389,0.9770868,0.973973,0.9708971,0.9678581
576,826.0,1.0,0.9931076,0.9863471,0.9797158,0.9732109,0.9668297,0.9605697,0.9544283,0.9484028,0.9424907,0.9366898
577,827.0,1.0,0.9964418,0.9929171,0.9894254,0.9859664,0.9825401,0.9791456,0.9757831,0.972452,0.9691522,0.9658831
578,828.0,0.9999999,0.9870445,0.9745453,0.9624833,0.9508402,0.9395981,0.92874,0.9182496,0.9081116,0.8983105,0.8888326
579,829.0,1.0,0.9943169,0.9887401,0.9832669,0.9778953,0.9726226,0.9674462,0.9623643,0.9573741,0.9524736,0.9476609
580,830.0,1.0,0.9926656,0.9855165,0.978547,0.9717512,0.9651235,0.958659,0.9523526,0.946199,0.9401935,0.9343317
581,831.0,1.0,0.9935677,0.9872673,0.9810956,0.9750491,0.9691252,0.9633204,0.9576319,0.9520569,0.9465926,0.9412359
582,832.0,0.9999999,0.9932222,0.9865665,0.980031,0.9736131,0.9673107,0.961122,0.9550445,0.9490764,0.9432155,0.9374599
583,833.0,1.0,0.996181,0.9923892,0.9886245,0.9848864,0.9811752,0.9774904,0.9738318,0.9701992,0.9665926,0.9630116
584,834.0,1.0,0.9959759,0.9920138,0.9881128,0.9842718,0.9804895,0.9767647,0.9730963,0.9694831,0.9659242,0.9624184
585,835.0,0.9999999,0.9974831,0.9949833,0.9925001,0.9900336,0.9875836,0.98515,0.9827327,0.9803314,0.9779462,0.9755769
586,836.0,1.0,0.9975567,0.9951374,0.9927419,0.9903702,0.9880215,0.985696,0.983393,0.9811125,0.9788542,0.9766178
587,837.0,1.0,0.9975282,0.9950749,0.9926402,0.9902236,0.9878252,0.9854448,0.9830821,0.980737,0.9784095,0.9760992
